study_ID,Study,island_code,island_name,number_of_islands,n_island_cat,island_area_ha,island_area_source,elevation_m_asl,elevation_source,elevation_category,Taxa,island_type,DEM_elevation_max,DEM_elevation_min,island_lat,island_lon,island_type2,fixed_proportional,dataset_coord_lat,dataset_coord_long,sampling_effort,sampling_effort_unit,sampling_method,sampling_method_dimensions,sampling_notes,sampling_time_frame,no_hours_sampled
Xu_2017,Xu_2017_data,7,Tiaohua,42,Above 30,4037,Xu_2017,NA,NA,NA,Invertebrates,True Island,531,1,29.8173,122.271,continental,not_standardized,30.30071515,122.3509238,432,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,8,Dachangtu,42,Above 30,3356.2,Xu_2017,NA,NA,NA,Invertebrates,True Island,278,1,30.2558,122.3562,continental,not_standardized,30.30071515,122.3509238,175,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,9,Daxie,42,Above 30,2837.4,Xu_2017,NA,NA,NA,Invertebrates,True Island,320,1,29.9189,121.9598,continental,not_standardized,30.30071515,122.3509238,163,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,10,Meishan,42,Above 30,2690.2,Xu_2017,NA,NA,NA,Invertebrates,True Island,147,1,29.7883,121.9837,continental,not_standardized,30.30071515,122.3509238,146,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,11,Xiushan,42,Above 30,2287.9,Xu_2017,NA,NA,NA,Invertebrates,True Island,191,1,30.1753,122.1669,continental,not_standardized,30.30071515,122.3509238,164,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,12,Sijiao,42,Above 30,2135,Xu_2017,NA,NA,NA,Invertebrates,True Island,212,1,30.7121,122.4615,continental,not_standardized,30.30071515,122.3509238,339,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,13,Xiazhi,42,Above 30,1700.5,Xu_2017,NA,NA,NA,Invertebrates,True Island,196,1,29.7495,122.2476,continental,not_standardized,30.30071515,122.3509238,76,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,14,Dengbu,42,Above 30,1450.6,Xu_2017,NA,NA,NA,Invertebrates,True Island,176,1,29.8675,122.306,continental,not_standardized,30.30071515,122.3509238,138,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,15,Cezi,42,Above 30,1420.3,Xu_2017,NA,NA,NA,Invertebrates,True Island,271,1,30.0938,121.9374,continental,not_standardized,30.30071515,122.3509238,160,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,16,Changbai,42,Above 30,1109.8,Xu_2017,NA,NA,NA,Invertebrates,True Island,233,1,30.1837,122.0361,continental,not_standardized,30.30071515,122.3509238,81,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,17,Xiaochangtu,42,Above 30,1092,Xu_2017,NA,NA,NA,Invertebrates,True Island,290,1,30.2592,122.278,continental,not_standardized,30.30071515,122.3509238,90,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,18,Changzhi,42,Above 30,630.2,Xu_2017,NA,NA,NA,Invertebrates,True Island,96,1,29.977,122.1651,continental,not_standardized,30.30071515,122.3509238,29,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,19,Gouqi,42,Above 30,592.3,Xu_2017,NA,NA,NA,Invertebrates,True Island,190,1,30.7153,122.7723,continental,not_standardized,30.30071515,122.3509238,305,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,20,Aoshan,42,Above 30,515.2,Xu_2017,NA,NA,NA,Invertebrates,True Island,121,1,29.9558,122.1481,continental,not_standardized,30.30071515,122.3509238,99,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,21,Dahuanglong,42,Above 30,512.4,Xu_2017,NA,NA,NA,Invertebrates,True Island,212,1,30.6622,122.56,continental,not_standardized,30.30071515,122.3509238,150,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,22,Shengshan,42,Above 30,422.4,Xu_2017,NA,NA,NA,Invertebrates,True Island,205,1,30.721,122.8218,continental,not_standardized,30.30071515,122.3509238,355,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,23,Dayangshan,42,Above 30,419.1,Xu_2017,NA,NA,NA,Invertebrates,True Island,199,1,30.5856,122.067,continental,not_standardized,30.30071515,122.3509238,180,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,24,Panzhi,42,Above 30,377.8,Xu_2017,NA,NA,NA,Invertebrates,True Island,151,1,29.9885,122.076,continental,not_standardized,30.30071515,122.3509238,61,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,25,Huaniao,42,Above 30,358.6,Xu_2017,NA,NA,NA,Invertebrates,True Island,229,1,30.8482,122.6817,continental,not_standardized,30.30071515,122.3509238,297,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
